PC1,PC2,PC3,PC4,PC5,PC6,term
501115580991763,140787204047816,422070270875149,181821924235492,-19031147140253,386461215729338,jazz funk
405035409932562,-624543722722372,523756506105517,-424580799185023,-613175755212733,8880684756,pop rap
397578776260925,-240517616956504,469367030343145,-605042670049601,-624993182740433,14579576474708,cumbia
468938343746027,-100419805232607,377846404374956,-293941694273297,556086139692607,-319624784844607,space age pop
364306158515003,-125931212337004,104555021255725,-154050797846609,871234038166088,155186378257321,rock
437700817603929,154853566847391,108696505705505,12263583736172,-104327159574352,-107002251299674,salsa
560920272784327,136161833423999,-646330492676019,-142198365334935,-298004269416713,-184217176089358,gypsy jazz
559033076325417,122393005641449,-989871451045186,-473107939108555,-531642582715,-209857189967305,lullaby
452369447984114,212654695495754,-910011513680555,106635988400154,433726255594472,-139301364660918,louisiana blues
236680393572261,-534999451278686,-514100013148272,640882852139381,-15803050230054,-470304482405855,blues-rock
54181192770501,-303970913929327,863918220025724,-115060177700653,769653941681609,179736818697244,dancehall
492066975043083,-182663418758827,-141181815901391,-10213376292861,143424419698882,-118588790545805,tech house
579173642336273,533602232820881,431289887070114,-425292336694617,108616957473313,-767119374694409,chanson
339550104567945,-14521824882549,358647965221707,282981494448751,118654925745962,274616274960152,chanson
23537116058318,-779771005321764,554975152058512,338529569457525,-144697126498045,495075034275423,rumba
457625922607649,-233774637391663,151897543674684,-673442702149089,25522845995485,771471628632615,flamenco
436398457948723,92428711215377,167917441208223,-587753103507401,-197482458584864,-583621224577391,power pop
537889536763413,714856092609151,144119800414721,222335930974289,851752231207778,-280045835273114,classic female blues
352428371183192,-201996940294088,-912831664203336,15946797923463,533429640940988,-157348671169653,peace punk
579703712140145,141437378006564,-375534616677573,294688712630558,29285973946699,-186323520282068,smooth jazz
298128625772656,-490417275874226,271029769025287,291837489527139,-127262269520798,261303417348969,dancehall
388043734304217,-303382575487511,-126687214898016,-292450035962725,-614591951473237,-923628943387922,comedy
49999309696602,-990101413197345,387914970559103,-280101460782054,933218561629522,-482750085268172,glam metal
38129616302944,-263411519470696,-153971231775586,302262894049592,-237875930816269,-135352359121392,delta blues
418334533180075,-403176434113394,166667711996507,-125061606403226,-145859801636187,762934037905105,jazz funk
257511724715201,-121139945233852,148683605343906,517286624035938,-186186821132833,125195570037543,post-hardcore
56712083428961,131971036619837,-121872920959135,-113140214694372,-122431812187824,-153638200010386,salsa
730164499816681,308863873407335,28099778534222,148299214234021,114976485466081,-296534695837086,piano blues
502696078491616,138049235087595,334882651682309,743266150483559,-393290962871535,-124530951051065,country gospel
304613704424239,-104327223934318,-170635915222338,338350090199683,-204414889447383,-838722518874208,hardcore punk
771629912392671,108414745978553,305057404914578,-124206148486374,234040091107975,-91027149121652,vaudeville
289081406781624,-10652776743411,-539538222353319,794525881518593,125666222475602,-200742166749317,hardcore punk
343098058074833,-965241069171405,698423324355354,-919247802282057,-226193864638325,908849072740142,skate punk
244419776228764,-140589120814841,117115829370113,-340371090672658,-987994742874797,163363477959247,dirty south rap
38918820308738,-961949594387767,107983627183343,-872720259585209,397952912141111,122141368596919,rock steady
272772784396299,-771549557872727,-714475208312535,-130976806990249,-146971439022845,41976494587536,samba
253485323815649,-866634357692164,163608117224933,875762362276696,-496457452956857,114480587877075,groove metal
446864424559532,-983633170468333,-13831106632476,311409861759151,189607583604042,-109807321195734,pop rock
360945967053584,-512835593866765,444067531626873,-316563879419632,-653803711090292,454154451172078,death core
500780682261394,681525568163112,-522131362117609,769798916381287,588613367069772,-155352112224123,soft rock
582727303635834,113660627243672,-198170339987691,374709875465238,786634981928978,-154538458813938,chanson
456989014961726,-606386550301477,82707274884849,-170947738943762,-326427004422354,112585371174726,hip hop
463051102559231,-290045914855313,354041264555046,-112970399678527,-21804694733259,405793857083055,dubstep
534030714105212,445539520432878,501408766113857,-449143285141049,379725962174195,-264517250296641,easy listening
504566832006602,770583393628926,-459526035923567,-443239695601223,-688473540955311,-850350738597118,jump blues
584681101711847,160419251754287,-112852121382271,-791803981530705,-119064811333668,-175471260688742,skate punk
414884674763186,-797593785576802,259291225943302,-164789110768351,-721529702037053,974174943804871,hardcore punk
891200428462019,103826315725476,-258360716009287,-57174704429641,369032869200876,26842795337016,rockabilly
368581670199646,809529997628789,210022869753487,14051410451504,-91894923062978,287849954101302,doo-wop
628201834131382,256628327325053,-584842165139784,168265413145592,361915469998756,-300664588386891,doo-wop
25951604337317,170556171865223,977925640659121,-235170380956831,117859043369026,-44863501747131,meditation
475903553788099,478696033289807,-988632735309366,-411550035786756,688241222504011,-104766739903535,rock
744918593406231,196579906860262,-102611634056761,132737498424105,159180875854936,-264519440895132,country blues
533373877720403,923345610386531,-712102366464099,-125927224585124,-137421315742268,-729428771739009,salsa
253814886132568,-951315822403718,-128641980954936,144283122388014,-18744492331587,-909429717553632,black metal
840504644669488,-140872516463974,-378810658927786,-147849989936248,-685919915393454,439616492799124,freestyle
241885434833559,-137410205196374,-11261771700315,650255742106999,-475879055980945,-170141457888141,black metal
586397758406341,120953392711195,-983235758029439,-132806705680393,-111813551982788,-107233626041669,slow core
127183369158444,14034109683043,-138340421086651,-323502523995421,842066786163062,40305338363291,chanson
544628971318515,109519793586445,-244463686197301,147672428968485,89981033608448,-77147249129228,classic female blues
411796228678307,981115445664202,148289412379123,-436869103569991,-997383656835077,100874787209791,polka
141147238115013,113264962894056,181037609161356,152600133931363,-325324008066442,-421847894616278,dance pop
223454972728143,-206850117160165,631160485362126,102242266690975,77035720092089,721755841098178,garage rock
408162555407493,-167953387935507,-151604912735094,69477828677807,-442583923520807,-105878119871949,zouk
304710164603908,-118963606501757,113730199940307,818823817031882,529354693226646,985247940068332,r&b
179226403521456,-193300610957898,214861296180215,786389035230938,-3648147554811,109585697950245,brill building pop
501422978840397,701089292479087,-191471158909402,311518152176672,-313778668576398,-84808249751179,shoegaze
297515347556931,-101770402038582,814675367005547,-434175201920505,766381505622518,-633004655067349,polka
266696516432504,-746618271082506,112798790322527,403216482131937,-153435168533082,13873478685871,western swing
547252263103579,-418153907661911,-15928002381825,-407389212788699,163455636261221,-113451529546012,reggae
596263709918891,10211145984167,632058595386162,-40985908442997,633555947146998,-62473730389229,swamp blues
664683964954561,130872962292461,-787514347534403,-168924048536811,-486329153457668,-988209617008054,country blues
535382837706135,-11123868783879,-127018714815164,-149239642455277,10622221072022,-805963648795683,brazilian jazz
188303604214883,-195921868922335,106611131649646,533282315471841,-408648529152583,173283076915321,pop
402017646300499,-501158267179738,-471825263982836,-127153957594485,-180404390520682,-157205997973466,blues-rock
127556375704391,938937758790817,911677676646985,203598468538299,-298600121517126,842053978886378,roots reggae
499809870314601,64039854884638,126494976448469,-723316973390867,-899037785879786,57972319108121,freakbeat
377586139411585,343589779974681,-157977364416563,-492525281743401,453768895778762,-193367897688855,roots reggae
608101901553491,433199857724218,-155600445003843,-277765655939804,-481941159941426,113097174972763,blues-rock
619518814752332,701678872781486,-683456129699896,-61478550245651,80189232863335,-11152023207988,hard bop
799331839945994,171095116152862,-691544874926359,-220255419803895,522256528936617,-789256086054221,trip hop
503381323407455,160122436319179,131448215658382,143847047175573,-289091844666369,-774578767587332,modern laika
68782139393526,479483697540904,-328886565660219,-778058806465989,208920950950235,-923880291697337,soundtrack
843363459588682,390720719479373,133024719868609,452315513234353,364437145113018,-213130092334924,chamber jazz
356884428093606,-899135525601451,-554774066474678,492673337132291,286243252953494,-270155328813224,southern soul
569492810749149,252466732773166,-131173141543063,-179963486595992,-514547261803167,-697396989990088,chanson
293256908360704,-808928395936701,-967058420867274,454492348334512,-92734459922125,-338078922473175,post-grunge
705937442841711,120201552774984,107920599235711,-126974360360475,192850301902419,-699327832993463,instrumental pop
464160485402996,-607512404345823,142276783173064,-14088109706655,-182195549567562,147651179296461,lovers rock
417702408732726,-116626033679324,686998265707642,-607495525721295,69069268124302,959795776862264,country rock
220739102260644,-167224832238593,241956967693798,143998791126672,362074368458561,453011927966892,indie rock
586770755379102,707234590074738,191417873243756,-581923945562133,847589997461378,-398612641371495,charanga
523995305662923,-754080032718449,121871934973149,-100929907288473,146639204297006,229268420701145,salsa
388228805349048,-542775082187687,-154531179791578,-361516073749842,-624818025047262,268951936687926,neue deutsche welle
749887249485108,159636730784479,-919346273012768,18588921401674,-76081965998315,259336723218657,jazz blues
64312695257526,16613825797239,-909663635261462,-182230372378723,-549245029282814,-186435343121432,hip house
